,date,rating,review_text,is_elite,useful_count,funny_count,cool_count,user_name,language,sentiment_scores,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment
471,2018-05-29 01:18:24+00:00,3,"Expensive for what you get. Cute ambience, slow service (took 1h to get my food, not kidding). We had the ceviche, the beef tenderloin and other tiny (and expensive ) things. Good but nothing special in them. They get super busy and the service can't keep up with the orders.",False,2,0,0,Rodrigo N.,en,"{'neg': 0.227, 'neu': 0.627, 'pos': 0.146, 'compound': -0.4917}",-0.4917,0.146,0.227,0.627,negative
470,2018-05-29 02:10:27+00:00,3,"I just had dinner at Llama Inn and I find it very difficult to write a review:
Young and beautiful (noisy too...) crowd, definitely eye candy. The staff is perfectly nice and the food is good. That should mean 5 stars, right ?

WRONG!  The menu is ridiculously small, to the tune of your having to choose the only things that you don't actively dislike. The menu isn't the only small thing... so are the portions. Besides, apart from very very few offerings, you do not stand a chance of eating that food in Peru. It simply isn't Peruvian. 

Your dish comes... when it is ready, totally irrespective of when the others at your table are served. If your hot dish comes late, you would expect it to be hot or at least warm. WRONG! It arrived late and cold. You want to complain, but how can you when the waiter apologizes profusely before you have a chance to say anything, then brings the whole table an unsollicited free round of drinks? You can't.

Obviously, 99% of the patrons have no idea of what Peruvian cuisine looks and tastes like, so they don't mind.  All in all, not a bad evening, but certainly not worth $ 90 per person. The matches are cute; they still smoke in Peru.",False,2,0,0,Pierre L.,en,"{'neg': 0.108, 'neu': 0.727, 'pos': 0.165, 'compound': 0.953}",0.953,0.165,0.108,0.727,positive
469,2018-05-31 20:13:29+00:00,5,"Looks like reviews are hit or miss which I find so difficult to believe when our entire experience was exceptional. Came on a Tuesday evening based on a recommendation from a friend. I'm happy I finally made it a point to check out Llama Inn. 

The atmosphere is aesthetically comfortable and architectually pleasing.. even the plates and bowls the food is served on felt very culture appropriate for peruvian cuisine. 

The food was delicious! We had the two ceviches, each of the scewers and the beef cheek dish. For dessert we had the key lime pie and palo santo ice cream. My boyfriend and I finished every last bite off our plates. Came ready to eat and Llama inn served it. 

The service was was exceptional. I wish I could remember the gentlemens name who was our server. He was tall, blonde and had his hair pulled back into a bun. His was charistmatic, knowledgeable of the food, the drinks and was super helpful when it came to narrowing down some choices for our dinner.  He was very easy going and helped us conclude our evening with a personal cocktail favorite. 

Boyfriend I will be back and we will be telling all of our friends about Llama Inn.",False,0,2,0,Braxton B.,en,"{'neg': 0.05, 'neu': 0.765, 'pos': 0.185, 'compound': 0.9859}",0.9859,0.185,0.05,0.765,positive
468,2018-06-01 02:22:48+00:00,5,"Everything was so good that our night here flew right by us. We started off with a couple of drinks recommended by our friendly and passionate bartender. I had a glass of mezcal and my girlfriend had a delicious citriusy, drink with a kiwi garnish.

We started off with the baby artichoke. It was served in a creamy yet spicy sauce alongside spinach and beans. This dish set the tone for the well balanced items to follow. It seemed like each item had some of every flavor. I

Next, we had one of each of the antichuchos. I highly recommend doing that so you can try a greater variety of foods. I liked how the antichuchos were very different from each other.

For our main course, we shared the beef cheeks. These were some of the most tender pieces of beef I've ever tried. These tender and savory chunks of beef were compliment by bitter raw onions, earthy turnips, soft and hearty rice, crispy everything quinoa crackers, and a sauce similar to mole yet a little less sweet.

For dessert, we split a Paolo Santo ice cream. It was like a plant flavored ice cream with hints of eucalyptus, coconut, and smokinees.

This was one of the most flavor intensive meals that I've had. It was a pleasure trying so many new flavors and combinations.",True,3,3,3,Joseph T.,en,"{'neg': 0.011, 'neu': 0.733, 'pos': 0.256, 'compound': 0.9964}",0.9964,0.256,0.011,0.733,positive
467,2018-06-03 04:37:34+00:00,2,"The chef knows what he's doing. But the crap service and the overpriced menu killed this for me. The pacing of our meal was nonexistent. And as delicious as the lomo saltado is, it is essentially two small pieces of nicely cooked steak with a ton of French fries on top to make it look like a large meal. Tasty but no where near $72 worth of food. I felt suckered. How they get away charging that blows my mind.",False,2,0,0,Rich F.,en,"{'neg': 0.242, 'neu': 0.518, 'pos': 0.24, 'compound': -0.0772}",-0.0772,0.24,0.242,0.518,negative
466,2018-06-05 14:15:30+00:00,5,Everything was so good and so worth it. I'm still drooling over the Palo Santo Icecream (oh my god) and the pork belly skewers. Will definitely be back soon. It was such a rich and satisfying dining experience.,False,0,0,0,Angie Z.,en,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.9353}",0.9353,0.323,0.0,0.677,positive
465,2018-06-10 03:04:45+00:00,2,"REALLY AN UNEXPECTED DISAPPOINTMENT

We have been going to Llama Inn about once every other month since they opened and have always felt they were one of the best restaurants in Williamsburg, after tonight I believe they are a victim of their own success or just greedy.

It is a Saturday night and I can easily accept that restaurants get busy and can't really keep their reservations timely. For our 8:15 reservation, we got seated at 8:50. This was truly no problem and we had a great drink at the bar waiting. However after that delay and once we were seated we anticipated everything would go smoothly, unfortunately nothing did. It took the waiter another 25 minutes to take our order. He was gracious and said they were swamped. We order another round of drinks and some anticuchos, small appetizer dishes to have with the cocktails and ordered the rest of our meal at the same time. 20 minutes later the first entree showed up but none of the anticuchos did or the other first course. We asked Asa, a waiter who served us before did the order get screwed up and was told the grill was behind. 10 minutes later our first courses showed up and they were cold, not right. Asa sent over the manager who graciously comped the anticuchos, which was good because they were not meant to be eaten cold-think cold belly. I am out of space to convey the rest-it just went down hill from there. 2 stars for trying minus 3 for failure",False,2,0,0,Steve R.,en,"{'neg': 0.124, 'neu': 0.794, 'pos': 0.082, 'compound': -0.9221}",-0.9221,0.082,0.124,0.794,negative
464,2018-06-18 14:04:47+00:00,2,"My wife took me out to celebrate Father's Day. We decided to head over to Williamsburg without preconceived plans and we came across this place. Having no reservations, we sat at the bar. The mix drinks were excellent although served in glasses too small and at $15 a pop. 
The food looked good, so we decided to order some appetizers. we order the Shrimp Adobo, Beef Hearts and the Fluke Ceviche. The food was good but certainly not outstanding. The portions were minimal even for an appetizer. I mean the Shrimp Adobo was literally one shrimp and the beef hearts were a small skewer with three small pieces of meat.
from looking at the other dinner there was a plate I saw that caught my eyes. The plate looked good in presentation and in portion. This was the beef tenderloin stir fry or what a real Peruvian restaurant calls Lomo Salteado. To my astonishment this plate that at any other restaurant is the normal serving size for an entree is prized at $72 because it supposedly serves 4... Really!
 After finishing our drinks (4 drinks) one of them a beer and eating our appetizers we paid over $100 plus tip. 
We were still very hungry, so we left to a bar nearby where they have a Taco truck in their back yard and spent $38 on a real meal. No wonder the Latinos in the staff at this restaurant were looking at us like ""what are you guys doing in this place"" while we were there. We are Latinos too... lesson learned... stick to traditional Latin restaurants for authentic Latin food. 
I do not usually write reviews but I'm doing so to today because I felt an obligation to do so and save people from ""getting robbed"" at this place.",False,0,0,0,Adolfo T.,en,"{'neg': 0.073, 'neu': 0.84, 'pos': 0.088, 'compound': 0.5967}",0.5967,0.088,0.073,0.84,positive
463,2018-06-19 22:30:46+00:00,2,"another one bites the dust...  my party of 4 were really looking forward to dining here but sadly, the food, drinks and service didn't hold up to our standards. it was like pulling teeth to get a pitcher of spicy mezcal margaritas... when they finally arrived everyone was disappointed. water down, tasteless, not good but ok... we order the fluke ceviche, salmon app and all the skewers, just delicious! flavorful, interesting, small but wonderful. the whole chicken was a special and highly recommended by our server for its size, complexity and enough to satisfy our size group. for one reason or another we have to relocate inside (it started raining) to be fair, the host staff did their best at that very moment and found us 4 seats at the bar( DIRECTLY IN FRONT OF THE HOT CHARCOAL GRILL) it was 95 degress last night... anyway, it's fine, we managed, and we're still in good spirits but after 15 minutes sitting at the kitchen bar we noticed no server moved our pitcher of tasteless margaritas non gave us water, etc. at this point the wait and kitchen staff are panicked and voila the chicken arrives! it's huge and we're excited but can we have water???? we're shy a plate. and can we order a few cold beers? we stop a running server to ask for what we needed and it took forever! no, not like 5-10mins... more like 20 mins. ok, we're still vibing, enjoying each other's company and laughing at how absurd the service is because it's a Monday night and it's raining and it's Monday night... once again we were able to express our discontent with yet another person and then we were moved to a normal table that could accommodate four people and a whole chicken for $62! they ran out of ALL BEER! the chicken was smoky, tender but so tasteless. not one spice or seasoning. it comes with three large bowls of different creamy mayonnaise dipping sauces, barf. anyway, the roof space is beautiful. lots of plants and they do a great job hiding the BQE highway for that i give 2 stars but that's really all i have nice to say. Peruvian food has spice, complexity, flavor...the more restaurants choose to white wash their menu, spices and vibes to accommodate the newly white gentrified williamsburg the more inclined I am to stay home and cook my own food. good luck guys!",False,1,0,0,Tiffany N.,en,"{'neg': 0.157, 'neu': 0.657, 'pos': 0.186, 'compound': 0.9551}",0.9551,0.186,0.157,0.657,positive
462,2018-06-20 00:00:52+00:00,5,"Absolutely loved this place! Went before heading over a outdoor edm concert! Turned out to be great choice and totally prepped us into the mooood!

Corvina Ceviche: very fresh.
Skewers: beef heart and the scallops were absolutely amazing. 
Beef tenderloin main: huge portion! came with fries, avocado spread and scallion pancakes. And it gets better, at the end of the dish, they serve buttered slightly salted rice and put it into the stew sauce. Completely wowed us. Sooo good! 
Drinks and desserts were very good too. Definitely gonna visit again.",False,2,2,0,Estelle Z.,en,"{'neg': 0.013, 'neu': 0.677, 'pos': 0.31, 'compound': 0.9884}",0.9884,0.31,0.013,0.677,positive
461,2018-06-29 18:42:57+00:00,1,"Portions are super small and expensive. I'm Peruvian and if you want better Peruvian food and better prices and portions, better go to Chimu.",False,3,0,0,Ivonne P.,en,"{'neg': 0.226, 'neu': 0.426, 'pos': 0.348, 'compound': 0.4404}",0.4404,0.348,0.226,0.426,positive
460,2018-07-11 17:58:34+00:00,1,The service was really bad. They did not describe the menu properly. The portion size was smaller than they said. The waiter placed the food in front of the wrong person. It was definitely not worth the price we paid. In then we had to go to another restaurant.,False,3,0,0,Amarnath G.,en,"{'neg': 0.174, 'neu': 0.779, 'pos': 0.047, 'compound': -0.8105}",-0.8105,0.047,0.174,0.779,negative
459,2018-07-12 01:26:40+00:00,3,"Food is good but ordered a chicha with no ice and this is what I got, restaurant policy PATHETIC",False,2,0,0,Alex S.,en,"{'neg': 0.437, 'neu': 0.494, 'pos': 0.069, 'compound': -0.9253}",-0.9253,0.069,0.437,0.494,negative
458,2018-07-13 21:27:16+00:00,5,"Of the 34 restaurants my girlfriend made me eat at on our last trip to New York, this was my favorite.",False,0,4,0,Abram E.,en,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4588}",0.4588,0.13,0.0,0.87,positive
457,2018-07-14 23:11:27+00:00,1,"Wow.  Did the chef change?  The lomo saltado was so disappointing (a far cry from the glory days of opening). Meat was over cooked and grey.  Sat in a sloppy wet puddle of flavorless juice. The meat x tomato x onion ratio was all wrong. Four pieces of bite size meat, three cherry tomatoes and a few onion wedges at best. We payed for a plate of french fries - and not the hand cut fries you'd expect for 72 bucks. We sat pretty speechless during the meal. No staff checked in. Oh, and the rice came well after we were done.  Nice work guys.",False,3,0,0,Wattle K.,en,"{'neg': 0.172, 'neu': 0.654, 'pos': 0.174, 'compound': -0.4176}",-0.4176,0.174,0.172,0.654,negative
456,2018-07-16 16:58:59+00:00,5,"Amazin' food.  Great service. This place had it all. The rooftop is great and it has a really relaxed and chill vibe. The scallops are the best thing on the menu. Make sure you ask about the specials as well as the things that are off the menu - for example, the pancakes.",False,0,2,0,Daniel K.,en,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.9652}",0.9652,0.311,0.0,0.689,positive
455,2018-07-26 10:21:26+00:00,5,Way better than I expected . Service is also amazing. We sat on the rooftop and it was really relaxing. Everything we ate was delicious!,False,0,2,1,Non A.,en,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9611}",0.9611,0.479,0.0,0.521,positive
454,2018-07-26 14:17:15+00:00,5,"Updated:
Went back. Loved the whole fish for two and tried the unusual, tasty orange wines. Also the mushroom appetizer. Unreal. This should be a Michelin star place. Anyway, you just earned your extra star from me, Llama Inn!

Review from 2017:
This is a fantastic date place and a great drinking place.

The price point is high but for the money you get 1) unique and sexy decor 2) fantastic service 3) a creative chef doing interesting and delicious things with Peruvian cuisine.

The pork belly and scallop skewers were obscenely good. With a cocktail, this would be the perfect first date.  Or let's be real, the perfect penultimate apps/drinks before sex.

The quinoa salad falls squarely under the ""creative chef"" category, with banana, bacon, and cashew giving this cold, crunchy grain (well, quinoa is a seed) salad a distinctly South American flavor that is at once tropical, savory and sweet.

We split the tenderloin tacos as the main entree. This is where my personal taste did not mesh well with this kitchen. A very salty, rich dish without enough brightness (e.g. cilantro, salsa, lime, SOMETHING) to counterbalance french fries, smothering savory sauce, savory onions, and (delicious) starchy pancakes. If you like to have many cocktails with dinner, this is the dish for you. Sop up that alcohol!

Let's be fair. The tenderloin itself, once unearthed from the massive pile of fries, was *exquisite*. My uncle--nearing 80 years old and totally confused by the menu here and the vibe of the restaurant (we came to Llama Inn because Bamontes is closed on Tuesdays!)--LOVED the meat. And he's one picky, cranky lifelong New Yawkah.  As a nice touch, they came around and added perfectly made white rice to our platter to soak up the sauce as we started to whittle down the meat and fries.  If you're hungry as Funk, order this dish.  You'll leave satisfied.

The meat was very well paired with a nice by-the-glass Cab Franc.

Next time I'll definitely go with fish--either share the Branzino, or do the Rock Shrimp. As it is I chose this rockstar Chef's ""power chord"" and was a bit overwhelmed.  I'm a pussy!

Nevertheless, this place gets a solid 4 and a half stars for service, location, ambiance, cuisine... loses 1/2 star for price point (a bit too high for what it was) and the overpowering salty/savory of the tenderloin which had not enough veggies, greens, or something as a counterbalance (even the guacamole was just gilding the lily, offering fatty richness to be smothered upon richness).  

I will be back and look forward to writing a 5-Star review the next time around.",False,0,2,0,Walter W.,en,"{'neg': 0.079, 'neu': 0.691, 'pos': 0.229, 'compound': 0.9984}",0.9984,0.229,0.079,0.691,positive
453,2018-08-04 04:13:43+00:00,5,"Ah-mazing service! Service alone makes this spot worth a visit or 2 or 20! I mean we didn't have reservations and still got a table within 20 min and trust me it was busy. We over stayed an hour after they closed but they didn't rush us. They even let us use the restroom after we left and came back.

Drinks were exceptional hands down. We didn't eat dinner but the small plates especially the scallop is to DIE for. I'm usually not so passionate about my reviews but look, given that this is in Williamsburg, I really had low expectations because well it's Williamsburg (let me explain, it's too rich and bougie for my blood lol). This place blew me away. 

Decor and ambiance also earn this place a 5 star. Love the greenery!

Will definitely come back. Need more places like this!",False,0,2,1,Farah M.,en,"{'neg': 0.124, 'neu': 0.728, 'pos': 0.148, 'compound': 0.4735}",0.4735,0.148,0.124,0.728,positive
452,2018-08-06 04:03:02+00:00,5,Sat outside upstairs on a perfect summer evening. This was my first time here and it didn't disappoint. Everything we tried was unique and flavorful. I will be back to try the large format beef dish.,False,0,2,0,Brendan H.,en,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.8992}",0.8992,0.261,0.0,0.739,positive
451,2018-08-07 16:55:31+00:00,5,"Omg this was so delicious. We had the bronzino fish for 2 people and it was so filling and amazing. Came with roasted Brussels sprout and rice as sides, as well as a bomb sauce to pour on top. It tasted a little bit like Thai food, shrug lol. Had the shrimp and scallops appetizer dishes too. They were small but incredible as well. I highly highly recommend this place!!",False,1,3,0,Kat K.,en,"{'neg': 0.056, 'neu': 0.684, 'pos': 0.26, 'compound': 0.94}",0.94,0.26,0.056,0.684,positive
450,2018-08-09 17:02:37+00:00,5,"You know how the person of your dreams is always right in front of your face, but you tend to ignore it because you're always looking for something that doesn't exist, that's the Llama Inn. Live right near it, and have avoided going to it for years in fear that it wouldn't live up to expectation. I was horrendously wrong. This place is out of this world. I might book a flight to Peru soon just to try the food there.
Had a few cocktails with pisco in them just to keep the authenticity of my Peruvian night in check, and they were phenomenal. Ordered the quinoa and artichokes based on the waiters recommendation.
The artichokes were good but forgettable. The quinoa was great, with banana and bacon, the texture and flavor of it was beyond interesting and tasty. But I don't know if I'd order them again only because of one reason: THE BEEF STIR FRY. 
You could go to the llama inn and order only this and be full. Comes with scallion pancake, rice, guacamole, a Peruvian sauce, with beef onions and peppers topped with French fries. Prepared do it yourself style, you can eat scallion pancake tacos! If you know something better than scallion pancake tacos, you're a liar. 
Don't be a fool and go here whenever you can.",False,1,2,0,King K.,en,"{'neg': 0.115, 'neu': 0.759, 'pos': 0.126, 'compound': 0.4406}",0.4406,0.126,0.115,0.759,positive
449,2018-08-18 02:43:50+00:00,4,Super cute inside. Friendly & attentive service. Most of the food was good but everything was really small for the price.,False,0,1,1,H K.,en,"{'neg': 0.188, 'neu': 0.442, 'pos': 0.37, 'compound': 0.4138}",0.4138,0.37,0.188,0.442,positive
448,2018-08-18 17:51:41+00:00,5,"We had a great meal at Llama Inn last night! 

The service was superb the whole night. Our party size changed at the last minute and they went out of their way to accommodate us, the manager even coming over a couple of times to check everything was ok!

The vibe is laid back but polished, so it seems very casual, and sharing type plates are the order of the day, but the attention to detail is superb.

We enjoyed the ceviched fluke. The pork belly skewers were delicious but perhaps packing a bit too much chilli punch, and that's from a chilli addict! The scallop skewers were amazing, as was the lamb belly, with apricot perfectly cutting through the incredibly rich meat!

The stand out without a doubt is the Whole Bronzino, baked in a banana leaf and served with unbelievably good crispy Brussels sprouts (I would buy them by the bag if they offered them). The fish was perfectly cooked, moist, and packed with flavor.

Exceptional food presented in a casual friendly way, it was my first experience of Peruvian cuisine and it certainly won't be the last.

The prices are high, our bill for 4 came to $400, but it was a stand out food experience for me!

Hopefully we will be back many times!",False,0,2,0,Tim H.,en,"{'neg': 0.017, 'neu': 0.677, 'pos': 0.305, 'compound': 0.9981}",0.9981,0.305,0.017,0.677,positive
447,2018-08-23 02:06:53+00:00,3,"My cousin-in-law had been asking us for quite some time to try Llama Inn. We finally went and I left feeling...unsatisfied. It's not that it was bad by any means. It's just when it comes to Peruvian food, it's typically better from an authentic hole in the wall establishment. When you pay a fortune for a small plate, it's hard not to compare what you would get from other local Peruvian places that are spot on. The price tag on the lomo unfortunately isn't worth it. While delicious, it wasn't worth the 6 cubes of filet. The atmosphere is nice and upscale, which clearly is what the restaurant is about. Upscale and with a twist while touching on Peruvian roots. I wouldn't come again but was worth trying.",False,3,0,0,Noah E.,en,"{'neg': 0.106, 'neu': 0.821, 'pos': 0.072, 'compound': -0.1444}",-0.1444,0.072,0.106,0.821,negative
446,2018-09-02 23:27:08+00:00,1,"Twice made a reservation here. Both times showed up and couldn't be seated. 

Good news is a place like this cant survive in williamsburg. So, I guess we will wait until they're out of business next year and somewhere with better service replaces them.",False,2,0,0,Sean D.,en,"{'neg': 0.12, 'neu': 0.768, 'pos': 0.112, 'compound': -0.1043}",-0.1043,0.112,0.12,0.768,negative
445,2018-09-05 03:47:26+00:00,4,"four stars just because i think the food is slightly overpriced, and drinks are expensive but quality and service we're amazing. very GF friendly, i think there were only 3 dishes i could not have. i was in a party of 4 we started with the beats and goat cheese as an appetizer, it was flavorful and had nice greens and gooseberries added a nice touch. the star of the night was the whole branzino. OMG it was cooked to perfection loaded with acidic peppers and herbs, also came with delicious coconut rice and brussel sprouts. the dish felt more thai than peruvian but it was dang tasty!!!",False,0,2,0,Samantha W.,en,"{'neg': 0.043, 'neu': 0.598, 'pos': 0.359, 'compound': 0.9954}",0.9954,0.359,0.043,0.598,positive
444,2018-09-05 16:42:37+00:00,4,"Food and staff were wonderful. Not the usual taste combos. Was a little noisy and it was hard to hear others is my only issue, but that means more coziness.",False,0,1,0,Connie V.,en,"{'neg': 0.09, 'neu': 0.733, 'pos': 0.177, 'compound': 0.6106}",0.6106,0.177,0.09,0.733,positive
443,2018-09-05 19:31:42+00:00,4,"This doesn't seem like typical Peruvian cuisine to me but rather a modern take on Peruvian food.  The execution was very good. I came here in a group of 5 while not being very hungry and got:

1. Chicken thigh skewers
2. Beef heart skewers
3. Beet salad
4. Asparagus
5. Pork shoulder (main)
6. Lamb belly (main)

All the dishes were loaded with flavor and very well balanced though if we were hungry, we would need to get at least a couple more dishes. The portion size on the two mains were a tad on the small side (especially for the price) and I think they were just sitting on the window for a while because they came to our table luke warm but other than that, we had no complaints cuz all the dishes were delicious.  My favorites were the beet salad and the lamb belly - I would go back just for those. 

The cocktails were pretty good too. I had the Chimpin' Aint Easy - a mezcal based drink which had just the right amount of smokiness and paired well with the food.",False,2,3,1,Wahed K.,en,"{'neg': 0.076, 'neu': 0.74, 'pos': 0.184, 'compound': 0.9802}",0.9802,0.184,0.076,0.74,positive
442,2018-09-08 16:43:54+00:00,3,"Hate to be the alpaca in a room full of llamas, but the Llama Inn was a solid 3 stars. ()

My Russian boyfriend took me here last night and we were both so excited to check out an 8.8 on The Infatuation.

The positives:

Super chill vibes, verdant decor, cool lighting. Fantastic service. Note that nearly all seating is barstool.

The negatives:
While certainly different and inventive, we just didn't love the food. Keep in mind we were only two, so we couldn't get the large plates they're famous for. We got the sea bream ceviche, slippery shrimp, chicken and scallop skewers, and Chilean sea bass. All was covered in thick cream sauce which totally took over the flavor. Finally, the paltry dessert menu was merely three mediocre options. I opted for Ben nd Jerry's cherry Garcia at the end of the night, as well as a little nightcap to top it all off. But truly, we ended up going to Cvs for popcorn where I stuffed my face with Skinny Pop after spending $160 fat bucks on dinner!

It's ok though, the company everything. Even a visit from our lovely friend.

Oh,,, plus - we took a 28 dollar cab right home and my Russian boyfriend fell asleep in my lap!!

Tata for now...",False,2,0,0,Cherry J.,en,"{'neg': 0.076, 'neu': 0.739, 'pos': 0.185, 'compound': 0.9802}",0.9802,0.185,0.076,0.739,positive
441,2018-09-08 16:54:38+00:00,5,"In NYC, you never really know if a restaurant is great or just has a good PR team. Llama Inn is absolutely worth the trip to Williamsburg! The space is decorated with artful Peruvian touches setting the mood for magic. We sat at the bar for a date night. Although the portions are on the smaller side, everything was made to perfection. We had the shrimp, which was only one piece, but it was perfectly spiced. The ceviche was also good with banana chips making it a playful dish. The asparagus was topped with a homemade cheese. I've never had better asparagus anywhere! We also had the red snapper and pork shoulder as entrees! I'll definitely be back. Get the Touch of Evil cocktail and splurge on the lime pie. Finding a restaurant that really goes the extra mile is so rare these days.",False,0,2,0,Cole H.,en,"{'neg': 0.079, 'neu': 0.762, 'pos': 0.158, 'compound': 0.9035}",0.9035,0.158,0.079,0.762,positive
440,2018-09-09 17:59:58+00:00,2,Expect extremely slow service. Not once did they apologize until after I asked why we had been waiting 45min for a chicken sandwich. Will not come back.,False,2,0,0,Fernando A.,en,"{'neg': 0.119, 'neu': 0.831, 'pos': 0.051, 'compound': -0.4391}",-0.4391,0.051,0.119,0.831,negative
439,2018-09-13 13:43:35+00:00,4,"Everything we ate at Llama Inn was terrific. New tastes and not a single disappointing dish. The 5-star service was friendly and informative. The room and vibe were great. But the prices are too high, in my opinion, by 25%.  We choked at the bill, given what we'd eaten and how weak the drinks were.  If budget is no object, book the Llama Inn!",False,0,2,1,David A.,en,"{'neg': 0.145, 'neu': 0.73, 'pos': 0.125, 'compound': -0.5442}",-0.5442,0.125,0.145,0.73,negative
438,2018-09-29 21:30:07+00:00,3,"The only good thing about this place is location and rooftop. The ambiance is pretty and I love the atmosphere. Everything else is over priced and the food isn't that good. The drinks are really good but for the prices I rather pay that in the city not Brooklyn so it's not worth it. The food portions are really small and when they say it's shareable it's not. The quinoa is actually really good even though in general I don't like it, they made it really tasty. The fish branzino is also very good and tasty. The sharables aren't really good but it was worth trying. Wouldn't go again unless I wanted the rooftop or the ambiance.",False,1,1,0,Vivi T.,en,"{'neg': 0.098, 'neu': 0.641, 'pos': 0.261, 'compound': 0.9817}",0.9817,0.261,0.098,0.641,positive
437,2018-10-07 01:11:36+00:00,2,"The food is great but can you be rushed through your meal any faster? This is my third time here, and it just felt like they are trying to rotate you in and out, no matter what you order. Our waiter cut us off mid question in order to get on with his night - rude. The quality has gone down hill and I'm very disappointed.",False,2,0,0,Hayley R.,en,"{'neg': 0.307, 'neu': 0.617, 'pos': 0.075, 'compound': -0.9807}",-0.9807,0.075,0.307,0.617,negative
436,2018-10-07 23:18:55+00:00,3,"Llama Inn is an instagrammable brunch spot with good drinks a lot of creative dishes. The rooftop is gorgeous - the plant game is strong and feels like a secluded little garden even though it's right by the highway overpass.

Unfortunately, the service was horrifically slow and a little overpriced. We were there for brunch at 1pm on a Saturday and the restaurant appeared to be rather empty, but our food took almost an hour to be prepared. We were huuuuuungry. 

For food, we got the pork shoulder sandwich and the tamal with fried egg. Both were good (and also very filling and heavy) but the tamal only came with two shrimps and came with shells on. I also tried the $9 juice, and it was served in a pretty glass with a leaf garnish, but definitely not worth the cost.

Might be worth a shot, but just be prepared for a wait and a hefty bill.",False,4,1,0,Melissah L.,en,"{'neg': 0.112, 'neu': 0.735, 'pos': 0.153, 'compound': 0.8019}",0.8019,0.153,0.112,0.735,positive
435,2018-10-08 18:44:00+00:00,5,"V v good. Ceviche, Snapper, and Squash were all 

Another good place in the hood. Very nice decor. Service was good, and everything came out quickly.",False,0,2,0,Pizza S.,en,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.8955}",0.8955,0.371,0.0,0.629,positive
434,2018-10-09 19:44:00+00:00,5,"Everything I've had here has been excellent. The small plates are all beautifully presented and the flavors are delicious. Their cocktails are creative and tasty, too. One of my favorite restaurants in New York.",False,0,1,0,Peter G.,en,"{'neg': 0.07, 'neu': 0.471, 'pos': 0.459, 'compound': 0.9758}",0.9758,0.459,0.07,0.471,positive
433,2018-10-13 23:43:51+00:00,5,"The vegan options on the menu were limited, but they had a delicious vegan special with beets and ginger poached pears. The drinks were especially good. Noise volume is a little high, but otherwise liked the vibe.",False,1,2,0,C W.,en,"{'neg': 0.027, 'neu': 0.566, 'pos': 0.406, 'compound': 0.9753}",0.9753,0.406,0.027,0.566,positive
432,2018-10-14 23:46:27+00:00,1,"We came in a group of eight. The ambiance and decor is pretty good. And the pisco sour had to be the best part of the night. However, as far as service it was a nightmare.  We were told which foods could be custimzied to be vegettarian and to our surprise half way through the appetizer; the fish was mixed in the sauce.  The waiter barely apologized and did nothing to salvage the night.

Thanks for a memorable night !",False,2,1,0,Nes G.,en,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.9485}",0.9485,0.201,0.0,0.799,positive
431,2018-10-18 18:51:34+00:00,3,"Incredible food! Only thing is that the owner (or the guy who was running the floor... I think his name was Jason?) that night kept touching me and my friend on our backs. Several times through the night. He didn't touch the man who was dining with us--just my back and my girl friend's back. It made us really uncomfortable but we didn't want to ruin our meal, so we didn't say anything about it while it was happening. We had a great meal, but it was unfortunate that it kept being interrupted by unwanted touches. Next time, keep your paws to yourself please!",False,2,0,0,Marie Z.,en,"{'neg': 0.121, 'neu': 0.753, 'pos': 0.126, 'compound': 0.5665}",0.5665,0.126,0.121,0.753,positive
430,2018-10-19 15:28:59+00:00,1,"I've been to Llama Inn many, many times.  The food is decent but the service is a complete nightmare EVERY SINGLE TIME.
We booked a reservation a few weeks prior and the day of the reservation I received a call from an unpleasant manager canceling the reservation.  The day before we received a text confirming the reservation?!  This isn't the first time I've had this problem.  So don't bet on having a reservation.
I've had it with the attitude from management and hosts.  The food isn't that great.",False,2,0,0,Jeezer M.,en,"{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.9797}",-0.9797,0.0,0.229,0.771,negative
